CODE,YEAR,MONTH,LAT,LON,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,ALLSKY_SFC_SW_DIFF,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,ALLSKY_SRF_ALB,CLOUD_AMT,CLRSKY_SFC_PAR_TOT,CLRSKY_SFC_SW_DWN,GWETPROF,GWETROOT,GWETTOP,PRECTOTCORR,PRECTOTCORR_SUM,PS,QV2M,RH2M,T2M,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TOA_SW_DWN,TS,MAIZE,WHEAT,RICE,SOYBEAN
EGT,1989,5,28.5,29.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.08,0.0,0.0,99.53,5.39,29.91,25.82,4.13,14.97,40.52,13.17,17.18,0.0,27.58,0.0,0.0,0.0,0.0
EGT,1993,5,24.5,31.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.07,0.03,1.06,95.92,5.16,23.39,26.99,2.94,14.96,39.05,14.57,15.06,0.0,28.79,0.0,840.41,0.0,0.0
EGT,1987,12,28.0,29.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.12,0.08,2.39,99.85,5.36,58.68,13.28,4.48,8.88,25.4,2.32,11.75,0.0,13.26,0.0,0.0,0.0,0.0
EGT,1985,12,26.5,34.5,0.0,6.67,5.79,0.0,13.39,0.0,0.0,0.0,0.0,37.69,0.0,14.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.94,0.0,0.0,0.0,0.0,0.0
EGT,1986,10,31.5,25.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.35,0.21,0.05,1.41,101.1,9.74,61.43,21.9,13.52,17.71,29.32,15.86,7.6,0.0,22.99,0.0,0.0,0.0,0.0
CLB,2013,8,3.5,-71.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.99,0.94,8.38,259.77,98.88,17.59,88.36,24.89,22.74,23.82,29.74,20.48,6.22,0.0,24.84,0.0,0.0,0.0,0.0
EGT,1991,8,30.5,33.5,33.16,11.54,12.36,0.0,25.29,0.0,0.0,0.0,0.0,21.73,0.0,24.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.74,0.0,0.0,0.0,0.0,0.0
EGT,1986,8,25.5,33.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.32,0.04,0.0,0.0,97.44,4.55,17.15,31.06,1.87,16.47,41.3,20.64,17.31,0.0,33.29,0.0,0.0,0.0,0.0
CLB,2022,11,5.5,-76.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.99,0.97,13.29,398.56,89.74,15.69,93.39,20.49,19.2,19.84,27.43,16.98,5.46,0.0,20.63,0.0,0.0,0.0,0.0
CLB,2022,11,-1.8E-13,-70.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.92,0.89,5.79,173.82,98.83,18.55,91.6,25.09,23.59,24.34,29.15,20.04,5.71,0.0,24.83,0.0,0.0,0.0,0.0
CLB,2015,4,-1.8E-13,-73.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.99,0.96,11.69,350.68,98.5,18.53,92.75,24.83,23.53,24.18,29.53,21.85,4.91,0.0,24.62,0.0,0.0,0.0,0.0
CLB,2017,6,2.5,-75.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.8,0.81,2.02,60.71,84.07,13.17,84.79,18.35,15.49,16.92,24.2,12.75,8.19,0.0,18.72,0.0,0.0,0.0,0.0
EGT,1991,2,23.0,34.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.34,0.1,0.0,0.02,95.55,4.75,40.61,17.53,1.37,9.45,32.31,5.38,15.69,0.0,19.12,0.0,0.0,0.0,0.0
CLB,2023,6,1.0,-70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.95,0.92,5.11,153.24,99.07,18.17,90.74,24.96,23.29,24.13,29.09,20.93,5.83,0.0,24.7,0.0,0.0,0.0,0.0
EGT,1985,9,28.5,29.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.07,0.0,0.0,99.44,7.84,43.07,25.56,9.67,17.61,36.78,15.74,15.64,0.0,27.29,0.0,0.0,0.0,0.0
CLB,2025,2,2.5,-70.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.9,0.9,6.08,170.22,98.73,19.08,90.96,25.71,24.04,24.88,30.43,21.89,5.54,0.0,25.72,0.0,0.0,0.0,0.0
EGT,1992,11,28.0,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.36,0.08,0.01,0.17,99.87,6.79,58.7,16.86,7.87,12.36,30.8,6.6,11.92,0.0,17.2,0.0,0.0,0.0,823.69
CLB,2019,1,3.5,-75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.53,0.48,2.44,75.64,91.46,13.71,61.47,26.39,17.38,21.89,36.39,17.66,12.51,0.0,27.52,0.0,0.0,0.0,0.0
CLB,2012,11,6.0,-70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.77,0.78,1.75,52.39,99.73,18.58,85.13,26.64,23.78,25.21,31.94,21.89,6.99,0.0,26.78,0.0,0.0,0.0,0.0
CLB,2012,6,1.5,-70.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.98,0.96,8.16,244.83,98.85,17.94,92.23,24.41,23.04,23.73,28.91,19.91,5.27,0.0,24.09,0.0,0.0,0.0,0.0
EGT,1984,5,22.5,32.5,33.76,11.21,16.48,0.0,26.76,0.0,0.0,0.0,0.0,22.35,0.0,26.14,0.25,0.24,0.06,0.0,0.0,97.51,4.05,15.6,31.28,0.03,15.66,44.29,17.56,18.5,39.43,33.29,0.0,0.0,0.0,0.0
CLB,2023,12,6.5,-70.5,36.93,9.1,7.07,16.75,18.95,1.22,0.04,2.23,0.15,42.74,10.36,21.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.71,0.0,0.0,0.0,0.0,0.0
EGT,1991,1,22.0,32.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.07,0.0,0.05,96.97,4.08,42.2,14.1,0.23,7.16,24.79,4.96,14.26,0.0,15.16,0.0,0.0,0.0,0.0
EGT,1992,2,26.0,26.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.09,0.01,0.21,98.23,3.57,51.11,9.23,-1.41,3.91,25.38,0.06,12.38,0.0,9.32,0.0,0.0,0.0,0.0
EGT,1987,9,28.5,28.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.21,0.06,0.0,0.0,99.07,7.99,40.64,26.48,9.95,18.22,35.86,16.94,15.23,0.0,28.45,0.0,0.0,0.0,0.0
EGT,1989,6,29.5,31.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.38,0.08,0.0,0.0,99.36,6.6,31.88,28.26,7.24,17.75,42.85,15.42,17.62,0.0,30.38,0.0,0.0,0.0,0.0
EGT,1987,3,22.5,33.5,30.48,9.67,14.73,0.0,22.19,0.0,0.0,0.0,0.0,33.77,0.0,21.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.13,0.0,0.0,0.0,0.0,0.0
CLB,2022,1,6.5,-76.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.97,0.94,5.19,160.85,87.58,15.21,89.91,20.27,18.28,19.27,26.48,15.52,6.94,0.0,20.47,0.0,0.0,0.0,0.0
CLB,2010,3,1.0,-71.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.82,0.86,10.12,313.71,98.28,19.21,89.44,26.07,24.08,25.08,31.66,22.35,5.91,0.0,25.89,0.0,0.0,1082.26,0.0
EGT,1989,8,27.0,31.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.36,0.06,0.0,0.0,96.27,5.96,24.15,29.44,5.4,17.42,38.63,19.57,15.45,0.0,31.02,0.0,0.0,0.0,0.0
EGT,1988,2,23.5,28.5,29.67,8.77,10.01,0.0,20.2,0.0,0.0,0.0,0.0,44.6,0.0,21.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.15,0.0,0.0,0.0,0.0,0.0
EGT,1984,1,28.5,26.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.37,0.28,0.01,0.17,101.04,4.32,58.58,10.13,1.59,5.86,19.49,2.24,11.53,0.0,9.59,0.0,0.0,0.0,0.0
EGT,1992,5,28.0,26.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.08,0.0,0.09,99.67,4.95,28.53,23.85,3.03,13.44,39.22,11.3,14.15,0.0,25.04,0.0,839.29,0.0,0.0
CLB,2013,4,5.5,-75.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.96,0.92,6.21,186.15,81.66,14.22,89.55,18.15,16.24,17.2,24.24,12.58,6.64,0.0,18.02,0.0,0.0,0.0,0.0
CLB,2014,11,5.5,-75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.72,0.76,5.34,160.19,87.46,15.45,90.53,20.4,18.64,19.52,26.34,16.48,6.55,0.0,20.22,0.0,0.0,0.0,0.0
CLB,2021,2,7.0,-70.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.45,1.61,44.95,99.53,13.72,54.54,29.65,18.74,24.2,38.36,21.85,11.71,0.0,30.88,0.0,0.0,0.0,0.0
EGT,1992,12,31.5,26.5,30.31,4.25,5.68,0.0,8.96,0.0,0.0,0.0,0.0,56.09,0.0,12.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.94,0.0,0.0,0.0,0.0,0.0
CLB,2014,2,4.5,-75.5,31.61,7.32,7.9,7.83,15.37,1.05,0.03,2.08,0.15,81.05,11.54,25.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.24,0.0,0.0,0.0,0.0,0.0
EGT,1992,12,25.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.23,0.06,0.04,1.32,96.89,3.94,50.75,10.98,-0.33,5.32,25.25,2.4,13.28,0.0,11.12,0.0,0.0,0.0,0.0
EGT,1987,7,27.5,25.5,36.24,13.85,8.64,0.0,28.29,0.0,0.0,0.0,0.0,3.56,0.0,28.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.06,0.0,0.0,0.0,0.0,0.0
CLB,2018,10,6.5,-74.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.81,0.85,8.28,256.54,96.98,18.02,92.83,24.1,22.8,23.45,28.99,21.23,4.93,0.0,24.04,0.0,0.0,0.0,0.0
EGT,1990,8,30.0,31.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.38,0.07,0.0,0.0,99.41,9.28,43.56,28.83,12.05,20.44,41.5,18.68,17.2,0.0,31.27,0.0,0.0,0.0,0.0
CLB,2022,12,3.5,-70.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.93,0.89,3.75,116.12,98.88,17.8,90.71,24.59,22.92,23.75,29.41,17.88,6.62,0.0,24.32,0.0,0.0,0.0,0.0
CLB,2014,5,7.0,-70.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.74,0.74,4.49,139.04,99.63,17.87,79.67,27.23,23.13,25.18,34.15,22.11,7.67,0.0,27.42,0.0,0.0,0.0,0.0
CLB,2011,7,6.5,-71.5,34.42,7.98,8.6,7.22,16.1,1.15,0.03,2.07,0.14,80.87,11.58,24.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.94,0.0,776.27,393.4,0.0,706.33
EGT,1991,6,22.5,30.5,36.19,11.78,16.08,0.0,27.31,0.0,0.0,0.0,0.0,30.86,0.0,25.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.87,0.0,0.0,0.0,0.0,0.0
EGT,1984,12,28.5,31.5,26.25,5.37,8.0,0.0,13.49,0.0,0.0,0.0,0.0,43.57,0.0,14.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.75,0.0,0.0,0.0,0.0,0.0
CLB,2012,5,4.0,-76.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.91,0.9,4.37,135.41,95.39,17.24,88.89,23.89,21.73,22.81,30.16,21.05,5.32,0.0,24.48,0.0,0.0,0.0,0.0
CLB,2025,6,5.0,-76.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,1.0,0.99,23.51,705.42,98.69,19.05,94.73,24.96,24.02,24.49,30.65,22.31,4.04,0.0,24.9,0.0,0.0,0.0,0.0
CLB,2015,12,3.0,-75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.52,0.46,0.25,7.84,86.04,12.3,68.77,21.63,14.76,18.19,30.45,15.0,11.88,0.0,22.75,0.0,0.0,0.0,0.0
CLB,2022,12,3.5,-70.5,34.76,9.78,7.41,18.12,20.33,1.38,0.04,2.31,0.16,43.7,11.03,23.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.07,0.0,0.0,0.0,0.0,0.0
CLB,2013,11,1.0,-70.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.89,0.88,2.87,86.15,98.28,18.6,91.79,25.01,23.56,24.29,29.06,21.66,5.4,0.0,24.82,0.0,0.0,0.0,0.0
CLB,2021,4,3.0,-73.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.83,0.84,6.49,194.63,98.37,18.24,88.74,25.35,23.25,24.3,30.68,21.23,5.99,0.0,25.29,0.0,0.0,0.0,0.0
CLB,2016,6,3.0,-73.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.97,0.94,9.56,286.7,98.71,17.47,89.48,24.51,22.59,23.55,29.12,20.66,5.74,0.0,24.38,0.0,0.0,0.0,0.0
EGT,1992,3,25.5,26.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.08,0.01,0.41,96.92,3.76,35.84,14.97,-1.02,6.98,30.9,2.91,13.7,0.0,15.71,0.0,0.0,0.0,0.0
CLB,2012,8,4.5,-71.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.97,0.93,8.34,258.65,99.39,17.53,86.14,25.38,22.78,24.08,30.23,21.12,6.63,0.0,25.37,0.0,0.0,0.0,0.0
EGT,1991,1,24.0,31.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.32,0.08,0.03,0.92,98.2,4.1,48.58,12.02,0.49,6.26,22.37,3.74,12.75,0.0,12.35,0.0,0.0,0.0,0.0
EGT,1988,4,30.5,33.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.18,0.18,0.07,2.04,97.51,6.6,54.83,18.31,6.94,12.63,37.36,7.33,14.76,0.0,19.6,0.0,0.0,0.0,0.0
CLB,2022,3,3.5,-70.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.63,0.67,6.7,207.57,98.86,18.16,87.78,25.65,23.25,24.45,31.7,21.63,6.79,0.0,25.54,0.0,0.0,1211.59,0.0
CLB,2018,11,2.0,-71.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.96,0.96,8.67,259.97,98.37,19.25,93.54,25.29,24.14,24.71,28.98,21.83,4.97,0.0,25.09,0.0,0.0,0.0,0.0
EGT,1989,9,26.0,28.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.28,0.05,0.0,0.0,98.16,6.67,30.36,27.48,7.39,17.43,40.26,17.21,15.28,0.0,29.1,0.0,0.0,0.0,0.0
CLB,2011,12,4.0,-74.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.96,0.91,6.13,189.91,79.97,12.6,86.56,16.45,13.96,15.21,22.37,10.73,7.46,0.0,16.61,0.0,0.0,0.0,0.0
EGT,1992,10,28.5,26.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.36,0.09,0.0,0.0,100.54,6.64,41.43,22.91,7.29,15.1,34.82,13.21,13.96,0.0,22.84,858.99,0.0,1201.44,0.0
EGT,1987,2,32.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.67,0.66,0.44,12.42,101.38,7.14,70.44,14.48,8.96,11.72,20.95,10.33,4.1,0.0,15.28,0.0,0.0,0.0,0.0
CLB,2011,6,2.0,-70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,1.0,0.97,11.27,337.96,98.94,18.39,93.23,24.68,23.47,24.07,28.81,20.73,5.15,0.0,24.44,0.0,0.0,0.0,0.0
CLB,2009,5,6.0,-76.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.98,0.96,10.43,323.32,98.42,18.65,94.1,24.67,23.63,24.15,29.48,20.93,4.01,0.0,24.7,0.0,0.0,0.0,0.0
EGT,1992,3,24.0,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.08,0.01,0.18,96.29,3.67,32.01,16.34,-1.45,7.45,33.46,2.91,14.43,0.0,17.32,0.0,0.0,0.0,0.0
EGT,1989,7,28.5,33.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.05,0.0,0.0,91.15,5.14,23.03,27.67,2.2,14.94,40.0,16.24,17.03,0.0,30.81,0.0,0.0,0.0,0.0
EGT,1985,6,30.5,25.5,32.22,13.79,8.12,0.0,30.11,0.0,0.0,0.0,0.0,15.99,0.0,30.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0
CLB,2013,9,0.5,-70.5,35.24,8.36,7.64,11.21,17.81,1.11,0.03,1.91,0.14,72.08,11.5,24.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.96,0.0,0.0,0.0,0.0,0.0
CLB,2014,12,1.5,-74.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.61,0.72,7.11,220.36,97.87,18.21,89.21,25.17,23.13,24.15,31.3,21.12,6.34,0.0,25.09,0.0,0.0,0.0,0.0
CLB,2019,2,5.0,-74.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.6,0.62,3.06,85.81,84.52,13.91,76.37,21.3,16.25,18.78,29.25,15.58,9.91,0.0,21.97,0.0,0.0,0.0,0.0
EGT,1989,6,28.0,31.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.36,0.07,0.0,0.0,95.59,4.9,23.72,27.36,2.41,14.89,42.85,14.48,16.72,0.0,28.98,0.0,0.0,0.0,0.0
CLB,2020,10,6.0,-76.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.99,0.97,11.38,352.75,98.39,18.66,93.86,24.73,23.64,24.18,29.8,21.72,4.26,0.0,24.75,0.0,0.0,0.0,0.0
EGT,1989,6,23.5,30.5,34.63,11.98,15.97,0.0,28.52,0.0,0.0,0.0,0.0,41.24,0.0,29.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.05,0.0,0.0,0.0,0.0,0.0
CLB,2012,11,6.5,-72.5,28.65,8.11,7.91,12.36,17.23,1.24,0.04,2.37,0.14,68.46,11.3,25.17,0.91,0.88,0.87,2.87,85.97,72.06,10.39,87.1,11.74,9.49,10.62,18.72,3.75,9.48,33.87,12.26,0.0,0.0,0.0,0.0
CLB,2009,3,3.5,-76.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.78,0.79,4.19,129.75,92.3,15.47,85.6,22.3,19.49,20.9,28.56,19.15,6.58,0.0,23.2,0.0,0.0,1118.28,0.0
EGT,1984,7,26.5,29.5,35.07,13.61,7.98,0.0,28.82,0.0,0.0,0.0,0.0,14.68,0.0,28.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.95,0.0,0.0,0.0,0.0,0.0
EGT,1993,1,29.5,34.5,22.33,5.66,7.5,0.0,13.86,0.0,0.0,0.0,0.0,53.1,0.0,15.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.68,0.0,0.0,0.0,0.0,0.0
EGT,1986,11,23.5,28.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.11,0.09,2.63,98.46,4.67,40.84,16.86,2.34,9.6,29.83,7.29,13.46,0.0,17.37,0.0,0.0,0.0,0.0
EGT,1988,2,26.0,26.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.08,0.0,0.01,97.76,3.47,41.39,12.41,-1.95,5.23,32.19,3.07,14.21,0.0,12.62,0.0,0.0,0.0,0.0
EGT,1993,6,31.5,34.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.46,0.23,0.0,0.1,100.59,13.06,69.87,24.68,17.95,21.31,36.25,17.97,8.9,0.0,24.89,0.0,0.0,0.0,0.0
CLB,2014,5,1.5,-74.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.54,0.6,3.87,119.84,98.02,17.75,83.86,25.98,22.73,24.36,33.83,21.66,7.2,0.0,25.89,0.0,0.0,0.0,0.0
EGT,1987,10,30.0,30.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.11,0.08,2.33,100.28,8.72,58.97,21.45,11.59,16.52,37.23,11.86,13.6,0.0,22.52,0.0,0.0,0.0,0.0
EGT,1985,9,31.0,28.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.3,0.5,0.0,0.0,101.1,13.08,68.46,24.74,18.13,21.43,30.55,20.81,5.55,0.0,26.09,0.0,0.0,0.0,0.0
EGT,1985,10,25.5,33.5,30.21,9.48,8.51,0.0,20.42,0.0,0.0,0.0,0.0,12.89,0.0,20.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.7,0.0,0.0,0.0,0.0,0.0
EGT,1987,4,30.0,26.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.38,0.31,0.02,0.61,99.82,5.1,48.07,16.8,3.61,10.21,33.68,5.93,15.24,0.0,18.24,0.0,0.0,0.0,0.0
EGT,1988,3,23.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.32,0.08,0.0,0.08,97.06,5.29,33.32,22.64,2.32,12.48,39.77,8.59,17.38,0.0,25.15,0.0,0.0,0.0,0.0
EGT,1991,4,31.5,25.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.36,0.32,0.04,1.17,100.71,7.95,62.77,18.62,10.34,14.47,33.67,10.87,9.84,0.0,19.2,0.0,0.0,0.0,0.0
EGT,1991,9,26.5,26.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.06,0.0,0.0,98.26,6.61,33.99,25.24,7.25,16.25,37.87,16.61,13.52,0.0,26.6,0.0,0.0,0.0,0.0
CLB,2011,9,4.5,-71.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.91,0.9,6.56,196.8,99.32,17.75,84.31,25.97,22.97,24.47,31.16,20.74,7.27,0.0,25.99,0.0,0.0,0.0,0.0
CLB,2017,8,2.0,-70.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.96,0.94,7.26,225.05,98.92,18.47,91.52,25.07,23.53,24.3,29.88,20.93,5.78,0.0,24.75,0.0,0.0,0.0,0.0
CLB,2023,7,3.0,-76.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.77,0.76,3.65,113.04,88.47,14.89,79.85,22.33,18.03,20.18,31.84,17.13,9.12,0.0,22.82,986.17,244.36,0.0,1899.0
