CODE,YEAR,MONTH,LAT,LON,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,ALLSKY_SFC_SW_DIFF,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,ALLSKY_SRF_ALB,CLOUD_AMT,CLRSKY_SFC_PAR_TOT,CLRSKY_SFC_SW_DWN,GWETPROF,GWETROOT,GWETTOP,PRECTOTCORR,PRECTOTCORR_SUM,PS,QV2M,RH2M,T2M,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TOA_SW_DWN,TS,MAIZE,WHEAT,RICE,SOYBEAN
CAN,2004,1,51.5,-117.5,18.95,1.25,1.84,4.57,2.76,0.17,0.0,0.06,0.34,78.66,2.46,5.94,0.59,0.57,0.65,3.88,120.17,81.69,1.66,98.98,-14.22,-14.47,-14.35,-0.04,-35.13,7.61,8.34,-17.32,0.0,0.0,0.0,0.0
CAN,2017,5,55.5,-115.5,27.07,8.86,8.51,20.47,19.87,1.18,0.02,1.24,0.11,66.44,12.12,27.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.62,0.0,0.0,0.0,0.0,0.0
CAN,2005,9,58.0,-115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.55,0.56,1.21,36.25,96.88,5.58,76.86,9.05,4.6,6.82,21.82,-1.4,10.21,0.0,8.71,0.0,732.42,0.0,0.0
CAN,2000,9,56.0,-113.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.44,0.43,1.28,38.34,94.32,5.75,76.36,8.88,4.4,6.64,21.35,-5.19,10.52,0.0,8.86,0.0,709.64,0.0,0.0
CAN,2019,7,55.0,-118.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.72,0.75,5.48,169.82,92.83,8.98,79.85,14.83,11.03,12.93,26.35,5.63,9.41,0.0,14.75,0.0,0.0,0.0,0.0
CAN,2017,8,52.5,-118.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.55,0.62,1.14,35.24,80.23,6.94,73.99,10.09,5.07,7.58,22.1,-1.53,11.1,0.0,8.66,0.0,0.0,0.0,0.0
CAN,2001,2,52.0,-114.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.55,0.56,0.5,13.86,89.56,1.59,77.15,-9.14,-12.73,-10.94,9.61,-19.68,9.4,0.0,-9.9,0.0,0.0,0.0,0.0
CAN,2015,5,52.0,-119.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.77,0.77,1.77,54.73,85.34,5.28,70.05,7.64,1.83,4.74,20.91,-5.3,11.35,0.0,6.57,0.0,0.0,0.0,0.0
CAN,2002,5,58.0,-116.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.49,0.52,0.73,22.73,96.86,4.09,65.38,6.31,-0.63,2.84,21.23,-13.43,13.46,0.0,6.17,0.0,0.0,0.0,0.0
CAN,2002,5,56.5,-110.5,24.13,9.56,8.75,25.04,21.91,1.24,0.02,1.17,0.11,62.83,11.93,27.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.38,0.0,0.0,0.0,0.0,0.0
CAN,2009,1,55.5,-115.5,18.25,1.23,1.48,8.37,2.95,0.15,0.0,0.04,0.27,62.44,1.65,4.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.11,0.0,0.0,0.0,0.0,0.0
CAN,2005,4,58.5,-110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.49,0.57,1.81,54.2,97.99,3.62,83.81,1.29,-1.45,-0.08,18.03,-8.07,7.62,0.0,1.58,0.0,0.0,0.0,0.0
CAN,2007,4,55.5,-116.5,23.38,7.26,7.99,17.86,16.54,0.96,0.01,0.79,0.33,69.34,9.63,22.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.72,0.0,0.0,0.0,0.0,0.0
CAN,2007,4,53.0,-117.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.44,0.51,1.42,42.64,82.59,3.02,76.17,-1.93,-6.09,-4.01,12.61,-18.25,9.41,0.0,-2.4,0.0,0.0,0.0,0.0
CAN,2004,6,59.0,-118.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.63,0.64,0.9,26.85,96.6,6.55,63.39,14.98,6.92,10.95,29.77,3.68,13.76,0.0,14.87,0.0,0.0,0.0,0.0
CAN,2001,8,52.5,-115.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.56,0.53,0.94,29.05,87.27,7.13,58.85,16.23,6.65,11.44,32.58,4.8,15.38,0.0,15.94,0.0,0.0,0.0,0.0
CAN,2000,11,54.0,-119.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.65,0.86,25.91,84.04,2.38,90.72,-7.09,-8.72,-7.9,3.08,-17.25,7.95,0.0,-7.56,0.0,0.0,0.0,0.0
CAN,2003,8,53.0,-110.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.47,0.45,1.2,37.28,93.81,8.08,55.75,19.75,9.42,14.58,32.59,7.14,14.28,0.0,20.15,0.0,0.0,0.0,0.0
CAN,2006,5,58.5,-110.5,27.28,8.49,9.79,17.94,19.13,1.11,0.02,1.06,0.15,74.93,11.61,26.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0
CAN,2011,12,52.5,-118.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.63,0.69,2.63,81.67,79.49,1.72,98.34,-12.76,-13.23,-13.0,-2.08,-25.55,8.13,0.0,-14.62,0.0,0.0,0.0,0.0
CAN,2004,3,54.5,-115.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.61,0.62,1.65,51.2,90.61,2.92,80.08,-2.05,-5.44,-3.75,14.98,-15.75,8.73,0.0,-2.24,0.0,0.0,0.0,0.0
CAN,2003,3,58.5,-116.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.62,1.58,48.96,96.92,1.66,98.67,-13.52,-13.92,-13.72,0.05,-42.49,9.93,0.0,-13.93,0.0,0.0,0.0,0.0
CAN,2006,5,58.0,-110.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.46,0.51,2.02,62.66,97.49,5.83,74.63,10.16,5.27,7.72,22.23,-3.41,10.86,0.0,10.16,0.0,0.0,0.0,0.0
CAN,2005,5,56.5,-118.5,25.3,9.49,8.66,23.72,21.55,1.24,0.02,1.22,0.12,55.79,11.93,27.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.42,0.0,0.0,0.0,0.0,0.0
CAN,2018,9,52.5,-110.5,27.2,4.38,5.32,9.46,9.76,0.59,0.01,0.56,0.16,79.83,7.64,17.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.64,0.0,0.0,807.47,0.0,0.0
CAN,2013,5,51.5,-110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.43,0.44,1.37,42.6,93.27,5.41,54.15,13.52,3.37,8.44,30.76,-4.86,13.49,0.0,14.15,0.0,0.0,0.0,0.0
CAN,2011,8,53.5,-110.5,28.67,9.03,7.18,23.57,20.19,1.16,0.02,1.33,0.18,48.61,10.56,23.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.01,0.0,0.0,0.0,0.0,0.0
CAN,2015,1,52.5,-112.5,20.44,1.86,2.31,8.3,4.12,0.24,0.0,0.07,0.55,69.23,2.29,5.41,0.49,0.47,0.51,0.78,24.17,92.84,2.27,88.91,-8.36,-9.98,-9.17,8.27,-30.56,8.11,7.8,-9.63,0.0,0.0,0.0,0.0
CAN,2019,8,58.5,-114.5,28.93,6.57,8.22,13.01,14.79,0.85,0.01,0.86,0.12,71.31,9.32,21.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.41,0.0,0.0,0.0,0.0,0.0
CAN,2013,9,50.0,-115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.44,0.52,3.32,99.67,81.67,6.51,75.65,9.01,4.13,6.57,25.22,-4.91,10.16,0.0,8.02,0.0,783.52,0.0,0.0
CAN,2005,12,52.0,-110.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.47,0.5,0.44,13.68,92.82,2.58,87.92,-6.24,-7.9,-7.07,6.44,-21.46,5.79,0.0,-6.97,0.0,0.0,0.0,0.0
CAN,2003,10,57.0,-118.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.55,0.54,1.44,44.73,91.74,4.51,80.79,3.66,0.21,1.93,23.24,-14.91,9.64,0.0,3.43,885.97,0.0,0.0,683.89
CAN,2009,4,51.5,-111.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.32,0.34,0.29,8.63,92.53,2.94,52.56,4.91,-4.85,0.03,24.96,-4.82,12.19,0.0,5.73,0.0,0.0,0.0,0.0
CAN,2010,7,53.5,-118.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.49,0.5,2.5,77.57,84.2,6.61,66.63,12.04,5.02,8.53,25.59,-1.86,13.31,0.0,11.72,0.0,0.0,0.0,0.0
CAN,2010,1,54.5,-118.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.6,0.63,0.63,19.39,90.2,2.25,96.15,-8.91,-9.6,-9.25,1.78,-25.66,7.05,0.0,-9.64,0.0,0.0,0.0,0.0
CAN,2002,7,54.5,-118.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.56,0.54,1.88,58.18,90.39,7.17,60.44,15.8,6.98,11.39,31.04,0.91,13.31,0.0,15.63,0.0,0.0,0.0,0.0
CAN,2001,1,52.5,-114.5,20.63,1.75,2.16,8.82,4.04,0.22,0.0,0.06,0.3,66.2,2.23,5.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.85,0.0,0.0,0.0,0.0,0.0
CAN,2016,9,50.0,-110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.4,0.41,1.33,39.86,91.94,6.09,61.2,13.25,5.06,9.15,29.7,1.73,11.88,0.0,13.47,0.0,824.66,0.0,0.0
CAN,2008,2,57.0,-110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.41,0.45,0.84,24.33,95.32,0.88,99.61,-21.04,-21.23,-21.14,-2.67,-41.79,10.4,0.0,-21.62,0.0,0.0,0.0,0.0
CAN,2014,9,56.0,-116.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.49,0.48,1.46,43.74,93.5,5.68,71.11,9.99,4.04,7.01,27.44,-4.45,12.23,0.0,9.87,0.0,756.82,0.0,0.0
CAN,2005,2,55.5,-114.5,20.01,2.65,3.51,9.39,6.12,0.33,0.0,0.12,0.25,70.73,3.43,8.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.62,0.0,0.0,0.0,0.0,0.0
CAN,2017,11,59.5,-115.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,0.67,1.32,39.72,93.68,1.0,98.04,-16.75,-17.22,-16.98,-6.23,-27.13,6.8,0.0,-17.44,0.0,0.0,0.0,0.0
CAN,2002,3,52.5,-113.5,19.48,7.66,8.5,14.91,14.83,1.03,0.01,0.68,0.75,79.96,7.52,17.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.78,0.0,0.0,0.0,0.0,0.0
CAN,2016,4,50.0,-119.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.49,0.52,0.76,22.93,89.35,5.06,69.81,8.13,2.04,5.08,25.7,-2.83,14.41,0.0,7.25,0.0,0.0,0.0,0.0
CAN,2010,11,54.0,-111.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.56,0.57,0.46,13.68,94.1,2.34,84.9,-6.6,-8.86,-7.73,8.59,-26.88,6.45,0.0,-7.15,0.0,0.0,0.0,0.0
CAN,2016,3,52.5,-110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.41,0.45,0.77,23.96,93.29,3.05,72.4,0.67,-4.17,-1.75,15.45,-8.84,9.73,0.0,0.74,0.0,0.0,0.0,0.0
CAN,2001,8,55.5,-120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.59,0.6,1.0,30.94,91.7,7.76,68.61,15.34,8.68,12.01,29.92,5.44,12.58,0.0,15.2,0.0,0.0,0.0,0.0
CAN,2006,3,58.5,-115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.56,0.61,1.19,36.85,96.3,1.97,99.46,-9.63,-10.06,-9.84,0.41,-26.16,8.15,0.0,-10.01,0.0,0.0,0.0,0.0
CAN,2011,6,53.5,-115.5,28.92,8.82,10.64,13.7,19.59,1.19,0.02,1.41,0.17,76.36,13.06,29.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.22,0.0,0.0,0.0,0.0,0.0
CAN,2004,3,57.5,-113.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.64,0.68,1.16,36.07,92.85,2.1,98.43,-9.78,-10.3,-10.04,3.36,-31.74,10.09,0.0,-9.99,0.0,0.0,0.0,0.0
CAN,2005,1,54.0,-118.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.72,0.78,1.75,54.36,86.88,2.18,96.89,-11.31,-11.86,-11.58,2.5,-38.83,9.36,0.0,-11.85,0.0,0.0,0.0,0.0
CAN,2004,1,59.0,-117.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.72,0.73,1.5,46.61,97.52,0.42,98.92,-26.97,-27.09,-27.03,-14.68,-44.6,7.96,0.0,-27.65,0.0,0.0,0.0,0.0
CAN,2017,8,53.5,-115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.56,0.55,1.66,51.32,92.22,8.24,67.05,16.56,9.6,13.08,28.52,7.12,13.51,0.0,16.78,0.0,0.0,0.0,0.0
CHN,1993,10,28.5,104.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.54,0.53,1.57,48.53,94.21,9.08,73.16,16.79,11.36,14.07,32.28,6.57,9.42,0.0,17.62,0.0,0.0,1174.06,624.0
CAN,2022,7,54.5,-110.5,29.95,9.5,8.27,21.53,20.94,1.25,0.03,1.46,0.14,54.99,12.41,27.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.22,0.0,0.0,0.0,0.0,0.0
CHN,1994,8,35.5,108.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.37,0.36,1.89,58.57,86.45,11.68,58.68,23.45,13.87,18.66,36.69,14.07,13.15,0.0,24.43,0.0,0.0,0.0,0.0
CAN,2023,3,58.5,-110.5,17.45,5.13,4.66,20.77,12.01,0.66,0.01,0.33,0.47,44.04,5.83,13.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.43,0.0,0.0,0.0,0.0,0.0
CHN,1997,10,29.5,110.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.63,0.64,1.7,52.73,95.3,8.17,66.34,16.45,9.44,12.94,28.6,4.29,10.29,0.0,16.03,0.0,0.0,1185.84,634.16
CHN,1994,6,32.5,109.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.55,0.54,4.25,127.49,90.97,11.77,66.22,22.54,14.82,18.68,36.18,13.3,12.38,0.0,22.91,0.0,774.06,0.0,0.0
CHN,1987,10,33.5,103.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.48,0.47,0.58,18.06,66.29,4.2,62.55,3.48,-4.55,-0.54,19.19,-7.34,16.29,0.0,3.99,0.0,0.0,0.0,0.0
CAN,2024,3,54.5,-114.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.49,0.49,0.38,11.86,93.45,2.31,75.59,-5.09,-9.01,-7.05,16.97,-25.43,10.11,0.0,-4.95,0.0,0.0,0.0,0.0
CHN,1993,1,29.5,103.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.66,0.68,0.35,10.91,86.57,3.45,81.43,-0.15,-3.43,-1.79,13.47,-6.42,8.26,0.0,0.16,0.0,0.0,0.0,0.0
CHN,1985,6,34.5,103.5,27.64,8.4,13.65,0.0,17.28,0.0,0.0,0.0,0.0,84.6,0.0,31.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.34,0.0,0.0,0.0,0.0,0.0
CHN,1993,5,37.5,101.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.49,0.48,1.59,49.24,65.61,3.11,51.76,2.13,-8.42,-3.15,17.67,-10.06,14.86,0.0,4.54,0.0,0.0,0.0,0.0
CHN,1993,3,29.5,103.5,30.27,5.38,9.0,0.0,9.08,0.0,0.0,0.0,0.0,83.97,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.02,0.0,0.0,0.0,0.0,0.0
CHN,1991,10,28.0,110.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.75,0.77,2.09,64.84,96.58,8.28,72.33,15.39,9.89,12.64,27.8,1.51,9.93,0.0,15.07,0.0,0.0,1177.41,573.64
CAN,2020,8,56.5,-115.5,28.61,7.5,7.18,18.25,16.61,0.98,0.02,1.07,0.11,62.27,10.1,22.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.85,0.0,0.0,0.0,0.0,0.0
CAN,2024,9,59.0,-110.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.4,0.48,1.9,57.1,97.92,6.99,83.43,10.98,8.01,9.5,24.21,2.37,7.35,0.0,11.56,0.0,0.0,0.0,0.0
CHN,1985,9,29.0,103.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.77,0.79,5.94,178.07,90.79,12.62,84.71,18.62,15.79,17.2,28.58,11.79,7.06,0.0,18.92,0.0,0.0,0.0,0.0
CHN,1989,10,37.5,108.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.39,0.39,0.36,11.18,85.46,4.27,52.89,8.53,-1.59,3.47,22.43,-3.74,14.25,0.0,8.88,0.0,0.0,0.0,0.0
CAN,2025,6,51.0,-110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.4,0.41,2.27,68.01,93.15,6.81,53.59,17.22,6.76,11.99,29.83,5.3,12.39,0.0,18.1,0.0,0.0,0.0,0.0
CHN,1996,7,33.5,102.5,27.85,9.55,17.17,0.0,19.06,0.0,0.0,0.0,0.0,73.93,0.0,29.52,0.45,0.43,0.45,3.45,106.87,66.7,8.76,69.94,12.06,5.78,8.92,22.31,1.42,13.38,40.38,13.41,0.0,0.0,0.0,0.0
CHN,1992,8,33.0,106.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.75,0.78,5.15,159.68,88.39,14.06,75.35,22.19,17.06,19.62,31.77,12.54,10.16,0.0,22.25,0.0,0.0,0.0,0.0
CHN,1984,10,37.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.35,0.29,0.07,2.16,82.35,3.14,41.54,7.78,-6.14,0.82,23.66,-3.58,15.0,0.0,8.22,0.0,0.0,0.0,0.0
CHN,1991,12,32.5,106.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.66,0.68,0.46,14.16,89.97,3.85,77.2,1.96,-2.03,-0.03,13.29,-10.94,8.92,0.0,1.5,0.0,0.0,0.0,0.0
CHN,1989,10,33.0,104.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.55,0.58,0.82,25.3,76.43,6.15,74.47,7.56,2.39,4.98,21.25,-2.29,11.32,0.0,8.09,0.0,0.0,0.0,0.0
CHN,1985,2,34.0,108.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.54,0.54,0.23,6.37,89.03,2.99,66.16,1.27,-5.06,-1.9,14.44,-9.52,11.6,0.0,1.31,0.0,0.0,0.0,0.0
CHN,1993,3,29.5,110.5,27.57,4.08,6.19,0.0,8.19,0.0,0.0,0.0,0.0,74.25,0.0,19.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.02,0.0,0.0,0.0,0.0,0.0
CHN,1984,2,31.5,107.5,25.79,4.02,6.71,0.0,7.33,0.0,0.0,0.0,0.0,79.85,0.0,15.9,0.91,0.83,0.84,0.06,1.76,94.78,3.85,75.14,3.53,-0.8,1.37,13.73,-3.5,9.35,25.24,3.78,0.0,0.0,0.0,0.0
CHN,1986,6,28.5,101.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.43,0.43,4.15,124.4,65.92,8.18,59.93,13.79,4.32,9.06,25.41,4.69,15.37,0.0,16.34,0.0,0.0,0.0,0.0
CAN,2024,6,59.5,-114.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.68,0.7,2.89,86.58,94.89,6.28,74.29,10.8,5.79,8.3,25.6,0.09,10.83,0.0,10.68,0.0,0.0,0.0,0.0
CHN,1989,3,33.5,104.5,24.22,6.72,11.51,0.0,12.21,0.0,0.0,0.0,0.0,86.4,0.0,20.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.56,0.0,0.0,0.0,0.0,0.0
CAN,2022,1,58.5,-111.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.5,0.56,1.38,42.79,99.2,0.57,98.82,-24.86,-25.05,-24.96,-2.54,-42.24,9.6,0.0,-25.56,0.0,0.0,0.0,0.0
CHN,1988,11,35.5,106.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.44,0.45,0.05,1.57,81.44,2.55,55.93,0.46,-8.1,-3.82,13.84,-7.57,11.28,0.0,-0.02,0.0,0.0,0.0,0.0
CHN,1993,2,36.0,103.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.45,0.44,0.17,4.83,79.25,2.23,51.99,-0.5,-9.98,-5.24,14.66,-8.33,12.3,0.0,0.07,0.0,0.0,0.0,0.0
CHN,1996,7,37.0,106.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.38,0.38,3.99,123.8,83.34,10.56,53.96,22.88,11.69,17.28,34.33,13.18,12.63,0.0,24.42,0.0,0.0,0.0,0.0
CAN,2024,11,58.5,-112.5,19.89,0.81,1.02,5.73,1.89,0.1,0.0,0.03,0.19,74.89,1.38,3.44,0.41,0.38,0.42,1.5,45.05,98.85,1.61,97.11,-12.96,-13.52,-13.24,1.06,-32.61,6.06,5.55,-14.24,0.0,0.0,0.0,0.0
CAN,2023,3,57.0,-116.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.51,0.52,0.59,18.22,95.18,1.77,98.74,-11.23,-11.69,-11.46,0.04,-29.45,9.88,0.0,-11.64,0.0,0.0,0.0,0.0
CAN,2024,10,52.0,-116.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.55,0.62,2.34,72.59,78.32,3.94,88.34,-1.45,-3.34,-2.39,10.97,-13.68,8.15,0.0,-1.87,0.0,0.0,0.0,0.0
CHN,1991,11,28.5,106.5,30.18,3.56,5.82,0.0,6.62,0.0,0.0,0.0,0.0,82.95,0.0,15.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4,0.0,0.0,0.0,0.0,0.0
CHN,1997,11,31.5,108.5,26.9,4.03,5.99,0.0,8.01,0.0,0.0,0.0,0.0,65.46,0.0,12.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.62,0.0,0.0,0.0,0.0,0.0
CHN,1994,6,31.0,108.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.72,0.74,6.45,193.64,94.07,14.88,76.1,23.87,19.08,21.47,32.6,16.16,9.74,0.0,23.87,0.0,774.06,0.0,0.0
